rank,combination,n_interior,total_knots,theta_dim,seed,fitness,phi,export_date
793,4_4_4_2_2,"[4, 4, 4, 2, 2]",22,45,1,3.27305566,5.979074780105508e-9,2026-06-19T21:52:51.745
794,2_4_1_5_3,"[2, 4, 1, 5, 3]",21,43,1,3.2730733,5.9077546593084175e-9,2026-06-20T07:05:48.657
795,2_4_4_4_3,"[2, 4, 4, 4, 3]",23,47,1,3.27311442,5.9671285807267275e-9,2026-06-20T06:37:57.609
796,3_5_5_1_2,"[3, 5, 5, 1, 2]",22,45,1,3.27312601,5.9850568454197515e-9,2026-06-19T20:56:58.772
797,2_2_5_1_4,"[2, 2, 5, 1, 4]",20,41,1,3.27322388,5.979074780105508e-9,2026-06-20T09:18:14.110
798,5_3_1_1_2,"[5, 3, 1, 1, 2]",18,37,1,3.2732445,5.866544779545957e-9,2026-06-19T19:52:48.653
799,2_4_5_1_5,"[2, 4, 5, 1, 5]",23,47,1,3.27327749,5.9433077398467066e-9,2026-06-21T14:28:57.858
800,5_5_1_1_3,"[5, 5, 1, 1, 3]",21,43,1,3.27332515,5.973098693866522e-9,2026-06-20T02:16:19.680
801,4_1_5_2_3,"[4, 1, 5, 2, 3]",21,43,1,3.2733324,5.9077546593084175e-9,2026-06-20T04:14:05.162
802,2_2_4_3_2,"[2, 2, 4, 3, 2]",19,39,1,3.27335883,6.003038975664783e-9,2026-06-19T22:57:47.831
803,5_4_1_1_1,"[5, 4, 1, 1, 1]",18,37,1,3.27339358,5.9433077398467066e-9,2026-06-19T13:54:56.585
804,1_2_4_1_4,"[1, 2, 4, 1, 4]",18,37,1,3.27340956,5.9671285807267275e-9,2026-06-20T08:56:45.251
805,4_1_4_5_1,"[4, 1, 4, 5, 1]",21,43,1,3.27341984,5.949254020231208e-9,2026-06-19T19:19:36.274
806,1_2_5_2_4,"[1, 2, 5, 2, 4]",20,41,1,3.2734996,5.99104489579136e-9,2026-06-20T10:29:39.868
807,5_5_4_1_3,"[5, 5, 4, 1, 3]",24,49,1,3.27351965,5.9077546593084175e-9,2026-06-20T02:59:05.321
808,2_2_5_5_5,"[2, 2, 5, 5, 5]",25,51,1,3.27352889,5.961164434716032e-9,2026-06-21T19:16:33.780
809,5_5_1_3_2,"[5, 5, 1, 3, 2]",22,45,1,3.27353134,5.949254020231208e-9,2026-06-19T22:26:45.542
810,3_4_4_2_3,"[3, 4, 4, 2, 3]",22,45,1,3.27353851,5.9077546593084175e-9,2026-06-20T04:07:33.507
811,5_2_2_1_5,"[5, 2, 2, 1, 5]",21,43,1,3.2736614,6.021075133301117e-9,2026-06-21T13:41:25.871
812,1_5_4_5_5,"[1, 5, 4, 5, 5]",26,53,1,3.27366815,5.9314330030620284e-9,2026-06-21T19:04:15.842
813,4_4_4_1_3,"[4, 4, 4, 1, 3]",22,45,1,3.27368876,5.955206249870247e-9,2026-06-20T02:57:05.663
814,2_5_5_1_1,"[2, 5, 5, 1, 1]",20,41,1,3.27370703,5.949254020231208e-9,2026-06-19T14:53:52.909
815,3_3_2_5_2,"[3, 3, 2, 5, 2]",21,43,1,3.27371596,5.973098693866522e-9,2026-06-20T01:09:57.745
816,5_3_2_5_3,"[5, 3, 2, 5, 3]",24,49,1,3.2737281,5.955206249870247e-9,2026-06-20T07:27:30.888
817,2_5_1_3_2,"[2, 5, 1, 3, 2]",19,39,1,3.27380289,5.979074780105508e-9,2026-06-19T22:24:09.918
818,5_4_5_2_3,"[5, 4, 5, 2, 3]",25,51,1,3.27380424,5.9433077398467066e-9,2026-06-20T04:28:16.302
819,3_3_2_1_3,"[3, 3, 2, 1, 3]",18,37,1,3.27381745,5.925504534787157e-9,2026-06-20T02:23:22.956
820,1_4_1_4_3,"[1, 4, 1, 4, 3]",19,39,1,3.27384687,5.937367402770419e-9,2026-06-20T05:55:12.689
821,3_5_2_4_5,"[3, 5, 2, 4, 5]",25,51,1,3.27385822,6.039165480654292e-9,2026-06-21T17:20:23.342
822,3_2_3_5_1,"[3, 2, 3, 5, 1]",20,41,1,3.27386792,5.961164434716032e-9,2026-06-19T19:06:58.678
823,4_4_4_5_4,"[4, 4, 4, 5, 4]",27,55,1,3.27387934,5.9671285807267275e-9,2026-06-20T14:09:05.523
824,2_2_1_3_1,"[2, 2, 1, 3, 1]",15,31,1,3.27405329,5.9077546593084175e-9,2026-06-19T16:14:15.373
825,2_2_1_1_2,"[2, 2, 1, 1, 2]",14,29,1,3.27408232,5.919581992017293e-9,2026-06-19T19:48:43.761
826,2_4_4_3_5,"[2, 4, 4, 3, 5]",24,49,1,3.27409337,6.003038975664783e-9,2026-06-21T16:39:02.747
827,5_3_5_3_5,"[5, 3, 5, 3, 5]",27,55,1,3.27413782,6.0150570677021345e-9,2026-06-21T16:49:31.045
828,5_5_2_2_3,"[5, 5, 2, 2, 3]",23,47,1,3.27415665,5.925504534787157e-9,2026-06-20T03:39:11.952
829,3_2_1_3_5,"[3, 2, 1, 3, 5]",20,41,1,3.27419384,5.919581992017293e-9,2026-06-21T15:50:48.644
830,2_3_5_4_1,"[2, 3, 5, 4, 1]",21,43,1,3.27421796,5.925504534787157e-9,2026-06-19T18:21:43.761
831,3_5_1_5_4,"[3, 5, 1, 5, 4]",24,49,1,3.27424808,5.9671285807267275e-9,2026-06-20T13:27:31.491
832,5_3_2_3_2,"[5, 3, 2, 3, 2]",21,43,1,3.27433417,5.973098693866522e-9,2026-06-19T22:39:25.400
833,2_5_3_5_4,"[2, 5, 3, 5, 4]",25,51,1,3.27435785,5.979074780105508e-9,2026-06-20T13:53:41.833
834,2_3_3_5_4,"[2, 3, 3, 5, 4]",23,47,1,3.27436395,5.9018498575420515e-9,2026-06-20T13:50:41.033
835,2_4_4_1_1,"[2, 4, 4, 1, 1]",18,37,1,3.27437555,5.9018498575420515e-9,2026-06-19T14:27:44.418
836,2_3_5_3_1,"[2, 3, 5, 3, 1]",20,41,1,3.27439959,5.9077546593084175e-9,2026-06-19T17:14:11.697
837,5_3_5_5_3,"[5, 3, 5, 5, 3]",27,55,1,3.27442673,5.895950957626036e-9,2026-06-20T08:06:54.399
838,5_2_1_4_2,"[5, 2, 1, 4, 2]",20,41,1,3.27445448,5.9671285807267275e-9,2026-06-19T23:33:20.927
839,4_4_4_2_3,"[4, 4, 4, 2, 3]",23,47,1,3.27447572,5.949254020231208e-9,2026-06-20T04:08:08.759
840,4_4_1_5_4,"[4, 4, 1, 5, 4]",24,49,1,3.27450169,5.997038937208364e-9,2026-06-20T13:26:07.945
841,2_3_2_4_4,"[2, 3, 2, 4, 4]",21,43,1,3.27458363,5.9671285807267275e-9,2026-06-20T12:16:14.999
842,4_2_4_1_5,"[4, 2, 4, 1, 5]",22,45,1,3.274602,5.997038937208364e-9,2026-06-21T14:10:53.088
843,5_4_5_3_5,"[5, 4, 5, 3, 5]",28,57,1,3.27462577,5.9077546593084175e-9,2026-06-21T16:47:07.671
844,3_3_2_5_1,"[3, 3, 2, 5, 1]",20,41,1,3.27463476,5.878289610020574e-9,2026-06-19T18:57:14.491
845,5_3_2_1_4,"[5, 3, 2, 1, 4]",21,43,1,3.27469316,6.027099219975755e-9,2026-06-20T08:36:56.987
846,4_4_2_1_5,"[4, 4, 2, 1, 5]",22,45,1,3.27470073,5.99104489579136e-9,2026-06-21T13:36:50.077
847,2_1_5_4_5,"[2, 1, 5, 4, 5]",23,47,1,3.27471468,5.860681167061301e-9,2026-06-21T18:00:34.844
848,1_4_1_1_3,"[1, 4, 1, 1, 3]",16,33,1,3.27477284,5.85482341525828e-9,2026-06-20T02:08:51.285
849,5_2_3_3_5,"[5, 2, 3, 3, 5]",24,49,1,3.27478684,5.979074780105508e-9,2026-06-21T16:15:20.776
850,5_3_1_2_3,"[5, 3, 1, 2, 3]",20,41,1,3.27480652,5.9018498575420515e-9,2026-06-20T03:25:43.518
851,2_3_1_5_4,"[2, 3, 1, 5, 4]",21,43,1,3.27487687,5.913665368829914e-9,2026-06-20T13:18:59.506
852,2_4_3_4_1,"[2, 4, 3, 4, 1]",20,41,1,3.27490728,5.937367402770419e-9,2026-06-19T17:56:09.021
853,3_4_2_3_4,"[3, 4, 2, 3, 4]",22,45,1,3.27491295,5.884170839755366e-9,2026-06-20T11:06:03.680
854,3_4_5_2_3,"[3, 4, 5, 2, 3]",23,47,1,3.27494413,5.925504534787157e-9,2026-06-20T04:24:45.546
855,1_5_2_3_3,"[1, 5, 2, 3, 3]",20,41,1,3.27499242,5.949254020231208e-9,2026-06-20T04:54:36.682
856,3_4_4_2_1,"[3, 4, 4, 2, 1]",20,41,1,3.27507438,5.884170839755366e-9,2026-06-19T15:47:06.325
857,1_3_5_5_3,"[1, 3, 5, 5, 3]",23,47,1,3.27508138,5.937367402770419e-9,2026-06-20T08:00:03.908
858,5_5_3_4_3,"[5, 5, 3, 4, 3]",26,53,1,3.27511151,5.937367402770419e-9,2026-06-20T06:31:20.769
859,2_3_1_2_3,"[2, 3, 1, 2, 3]",17,35,1,3.27514734,5.9018498575420515e-9,2026-06-20T03:20:48.750
860,2_3_2_4_3,"[2, 3, 2, 4, 3]",20,41,1,3.27522167,5.955206249870247e-9,2026-06-20T06:05:34.263
861,3_5_2_2_3,"[3, 5, 2, 2, 3]",21,43,1,3.2752336,5.925504534787157e-9,2026-06-20T03:37:54.097
862,2_1_5_5_4,"[2, 1, 5, 5, 4]",23,47,1,3.27526257,5.973098693866522e-9,2026-06-20T14:10:42.078
863,4_3_1_3_1,"[4, 3, 1, 3, 1]",18,37,1,3.27530685,5.9671285807267275e-9,2026-06-19T16:14:14.527
864,5_2_5_5_3,"[5, 2, 5, 5, 3]",26,53,1,3.2753105,5.961164434716032e-9,2026-06-20T08:07:39.321
865,2_3_3_2_1,"[2, 3, 3, 2, 1]",17,35,1,3.27534165,6.063370520382997e-9,2026-06-19T15:24:08.545
866,5_4_1_3_5,"[5, 4, 1, 3, 5]",24,49,1,3.27536631,5.9671285807267275e-9,2026-06-21T15:50:28.363
867,1_5_5_4_5,"[1, 5, 5, 4, 5]",26,53,1,3.27537483,5.949254020231208e-9,2026-06-21T18:07:11.480
868,1_5_1_1_5,"[1, 5, 1, 1, 5]",19,39,1,3.27547198,5.913665368829914e-9,2026-06-21T13:35:34.069
869,5_2_1_5_1,"[5, 2, 1, 5, 1]",20,41,1,3.2754736,6.003038975664783e-9,2026-06-19T18:41:34.494
870,3_5_2_5_3,"[3, 5, 2, 5, 3]",24,49,1,3.27550977,6.003038975664783e-9,2026-06-20T07:28:26.195
871,5_3_3_3_1,"[5, 3, 3, 3, 1]",21,43,1,3.27553109,5.884170839755366e-9,2026-06-19T16:45:11.319
872,2_2_5_5_3,"[2, 2, 5, 5, 3]",23,47,1,3.27554339,5.890057953661489e-9,2026-06-20T08:01:58.234
873,1_2_1_1_1,"[1, 2, 1, 1, 1]",12,25,1,3.27554663,5.913665368829914e-9,2026-06-19T14:11:14.156
874,2_3_5_1_5,"[2, 3, 5, 1, 5]",22,45,1,3.27556661,5.85482341525828e-9,2026-06-21T14:28:23.277
875,2_1_4_3_3,"[2, 1, 4, 3, 3]",19,39,1,3.27557474,5.973098693866522e-9,2026-06-20T06:00:40.526
876,4_4_4_1_4,"[4, 4, 4, 1, 4]",23,47,1,3.27563258,5.9671285807267275e-9,2026-06-20T09:08:34.838
877,2_3_3_5_1,"[2, 3, 3, 5, 1]",20,41,1,3.27565443,5.937367402770419e-9,2026-06-19T19:07:25.573
878,5_3_4_5_1,"[5, 3, 4, 5, 1]",24,49,1,3.27577964,5.9671285807267275e-9,2026-06-19T19:20:30.853
879,1_3_1_5_4,"[1, 3, 1, 5, 4]",20,41,1,3.27578918,5.913665368829914e-9,2026-06-20T13:19:35.183
880,3_3_1_3_2,"[3, 3, 1, 3, 2]",18,37,1,3.27583293,5.872414258575902e-9,2026-06-19T22:15:57.744
881,1_4_4_2_2,"[1, 4, 4, 2, 2]",19,39,1,3.27584498,5.925504534787157e-9,2026-06-19T21:49:39.326
882,1_2_1_4_1,"[1, 2, 1, 4, 1]",15,31,1,3.27584695,5.9018498575420515e-9,2026-06-19T17:18:13.401
883,4_3_3_3_4,"[4, 3, 3, 3, 4]",23,47,1,3.27587892,5.895950957626036e-9,2026-06-20T11:21:44.591
884,2_4_5_1_3,"[2, 4, 5, 1, 3]",21,43,1,3.27588092,5.866544779545957e-9,2026-06-20T03:08:19.016
885,5_5_3_4_1,"[5, 5, 3, 4, 1]",24,49,1,3.2758833,5.9314330030620284e-9,2026-06-19T18:02:56.755
886,4_5_5_2_5,"[4, 5, 5, 2, 5]",27,55,1,3.27589221,5.955206249870247e-9,2026-06-21T15:47:19.100
887,1_1_1_5_4,"[1, 1, 1, 5, 4]",18,37,1,3.27590168,5.9077546593084175e-9,2026-06-20T13:07:46.976
888,2_4_1_2_4,"[2, 4, 1, 2, 4]",19,39,1,3.27590729,5.9077546593084175e-9,2026-06-20T09:34:07.714
889,2_3_4_2_3,"[2, 3, 4, 2, 3]",20,41,1,3.27591725,5.949254020231208e-9,2026-06-20T04:03:42.098
890,3_4_3_5_4,"[3, 4, 3, 5, 4]",25,51,1,3.27592391,5.949254020231208e-9,2026-06-20T13:54:48.522
891,1_3_1_3_5,"[1, 3, 1, 3, 5]",19,39,1,3.27592761,5.895950957626036e-9,2026-06-21T15:46:16.741
892,5_5_3_2_4,"[5, 5, 3, 2, 4]",25,51,1,3.2759294,5.961164434716032e-9,2026-06-20T10:16:56.561
893,2_4_3_5_5,"[2, 4, 3, 5, 5]",25,51,1,3.27594313,6.003038975664783e-9,2026-06-21T18:48:06.524
894,4_3_1_1_4,"[4, 3, 1, 1, 4]",19,39,1,3.27595888,5.8372852653909166e-9,2026-06-20T08:22:28.053
895,4_5_2_4_5,"[4, 5, 2, 4, 5]",26,53,1,3.27599426,6.021075133301117e-9,2026-06-21T17:25:21.541
896,4_4_5_3_3,"[4, 4, 5, 3, 3]",25,51,1,3.27600339,5.961164434716032e-9,2026-06-20T05:37:18.266
897,1_5_3_3_3,"[1, 5, 3, 3, 3]",21,43,1,3.2760119,5.937367402770419e-9,2026-06-20T05:09:14.731
898,3_2_4_5_5,"[3, 2, 4, 5, 5]",25,51,1,3.27601235,5.9314330030620284e-9,2026-06-21T18:52:21.222
899,4_2_4_3_4,"[4, 2, 4, 3, 4]",23,47,1,3.27604919,6.003038975664783e-9,2026-06-20T11:31:09.674
900,2_2_3_2_5,"[2, 2, 3, 2, 5]",20,41,1,3.27605284,5.913665368829914e-9,2026-06-21T15:09:12.907
901,2_5_3_1_2,"[2, 5, 3, 1, 2]",19,39,1,3.27605698,5.937367402770419e-9,2026-06-19T20:27:30.485
902,4_4_2_5_5,"[4, 4, 2, 5, 5]",26,53,1,3.27608586,5.9850568454197515e-9,2026-06-21T18:32:57.583
903,4_5_1_2_5,"[4, 5, 1, 2, 5]",23,47,1,3.27609163,5.99104489579136e-9,2026-06-21T14:44:08.204
904,1_3_1_4_3,"[1, 3, 1, 4, 3]",18,37,1,3.2760988,5.895950957626036e-9,2026-06-20T05:47:58.564
905,3_4_2_4_5,"[3, 4, 2, 4, 5]",24,49,1,3.2761354,5.9671285807267275e-9,2026-06-21T17:20:04.560
906,3_5_3_5_3,"[3, 5, 3, 5, 3]",25,51,1,3.27617791,5.955206249870247e-9,2026-06-20T07:46:19.347
907,3_3_5_2_5,"[3, 3, 5, 2, 5]",24,49,1,3.27618189,5.872414258575902e-9,2026-06-21T15:43:01.228
908,4_4_2_3_1,"[4, 4, 2, 3, 1]",20,41,1,3.27619235,5.949254020231208e-9,2026-06-19T16:27:00.891
909,4_5_4_2_4,"[4, 5, 4, 2, 4]",25,51,1,3.2762125,5.9077546593084175e-9,2026-06-20T10:26:24.381
910,2_2_2_5_1,"[2, 2, 2, 5, 1]",18,37,1,3.27624626,5.919581992017293e-9,2026-06-19T18:49:01.867
911,1_4_5_1_5,"[1, 4, 5, 1, 5]",22,45,1,3.27625383,5.913665368829914e-9,2026-06-21T14:28:07.003
912,5_3_1_2_2,"[5, 3, 1, 2, 2]",19,39,1,3.27627231,6.0090450171606994e-9,2026-06-19T21:10:32.241
913,3_4_4_3_3,"[3, 4, 4, 3, 3]",23,47,1,3.27657192,5.9314330030620284e-9,2026-06-20T05:22:29.586
914,2_4_2_5_4,"[2, 4, 2, 5, 4]",23,47,1,3.27659382,5.961164434716032e-9,2026-06-20T13:35:46.757
915,1_5_2_5_3,"[1, 5, 2, 5, 3]",22,45,1,3.27662768,5.9314330030620284e-9,2026-06-20T07:26:38.750
916,2_1_4_3_5,"[2, 1, 4, 3, 5]",21,43,1,3.27670984,6.027099219975755e-9,2026-06-21T16:31:30.825
917,5_5_5_5_2,"[5, 5, 5, 5, 2]",28,57,1,3.2767345,5.961164434716032e-9,2026-06-20T02:01:41.768
918,2_3_2_4_1,"[2, 3, 2, 4, 1]",18,37,1,3.27675498,5.937367402770419e-9,2026-06-19T17:43:51.713
919,2_4_3_5_4,"[2, 4, 3, 5, 4]",24,49,1,3.2768837,5.961164434716032e-9,2026-06-20T13:53:42.919
920,2_3_4_3_5,"[2, 3, 4, 3, 5]",23,47,1,3.27699617,5.913665368829914e-9,2026-06-21T16:36:55.313
921,2_1_5_2_2,"[2, 1, 5, 2, 2]",18,37,1,3.27700555,5.878289610020574e-9,2026-06-19T21:55:22.558
922,5_3_2_3_3,"[5, 3, 2, 3, 3]",22,45,1,3.2770351,5.973098693866522e-9,2026-06-20T04:50:57.763
923,1_4_3_3_3,"[1, 4, 3, 3, 3]",20,41,1,3.27703633,5.9850568454197515e-9,2026-06-20T05:02:55.510
924,4_2_1_1_1,"[4, 2, 1, 1, 1]",15,31,1,3.27705333,6.003038975664783e-9,2026-06-19T13:56:33.235
925,4_4_4_1_1,"[4, 4, 4, 1, 1]",20,41,1,3.27706435,5.9850568454197515e-9,2026-06-19T14:29:08.331
926,3_3_3_3_1,"[3, 3, 3, 3, 1]",19,39,1,3.27710353,5.9433077398467066e-9,2026-06-19T16:44:56.484
927,3_4_4_4_2,"[3, 4, 4, 4, 2]",23,47,1,3.27715309,5.949254020231208e-9,2026-06-20T00:25:36.274
928,1_4_4_3_4,"[1, 4, 4, 3, 4]",22,45,1,3.27715772,5.973098693866522e-9,2026-06-20T11:33:24.954
929,4_5_5_1_5,"[4, 5, 5, 1, 5]",26,53,1,3.27722388,5.9433077398467066e-9,2026-06-21T14:31:17.811
930,5_3_5_4_1,"[5, 3, 5, 4, 1]",24,49,1,3.27725961,5.9433077398467066e-9,2026-06-19T18:25:24.519
931,4_1_1_2_4,"[4, 1, 1, 2, 4]",18,37,1,3.27727836,5.85482341525828e-9,2026-06-20T09:29:47.860
932,1_4_3_3_1,"[1, 4, 3, 3, 1]",18,37,1,3.27729289,5.955206249870247e-9,2026-06-19T16:42:44.248
933,5_2_1_3_5,"[5, 2, 1, 3, 5]",22,45,1,3.27729907,6.021075133301117e-9,2026-06-21T15:48:47.505
934,3_3_4_1_3,"[3, 3, 4, 1, 3]",20,41,1,3.2773863,5.955206249870247e-9,2026-06-20T02:53:36.114
935,2_3_4_2_4,"[2, 3, 4, 2, 4]",21,43,1,3.2773917,5.925504534787157e-9,2026-06-20T10:20:09.968
936,4_2_2_5_1,"[4, 2, 2, 5, 1]",20,41,1,3.27739374,5.949254020231208e-9,2026-06-19T18:50:57.035
937,2_5_5_2_1,"[2, 5, 5, 2, 1]",21,43,1,3.27749615,5.9671285807267275e-9,2026-06-19T15:54:42.867
938,2_4_4_1_3,"[2, 4, 4, 1, 3]",20,41,1,3.2775923,5.913665368829914e-9,2026-06-20T02:55:42.834
939,2_4_4_5_3,"[2, 4, 4, 5, 3]",24,49,1,3.27759407,5.955206249870247e-9,2026-06-20T07:58:00.872
940,2_1_5_4_3,"[2, 1, 5, 4, 3]",21,43,1,3.2776005,6.027099219975755e-9,2026-06-20T06:44:39.529
941,3_4_5_1_1,"[3, 4, 5, 1, 1]",20,41,1,3.27763739,5.949254020231208e-9,2026-06-19T14:54:14.441
942,3_4_5_2_1,"[3, 4, 5, 2, 1]",21,43,1,3.27763828,5.925504534787157e-9,2026-06-19T15:56:02.186
943,1_2_1_5_4,"[1, 2, 1, 5, 4]",19,39,1,3.27764886,5.937367402770419e-9,2026-06-20T13:11:05.081
944,5_5_4_4_4,"[5, 5, 4, 4, 4]",28,57,1,3.2777294,5.9314330030620284e-9,2026-06-20T12:57:33.393
945,2_5_2_5_1,"[2, 5, 2, 5, 1]",21,43,1,3.27776312,5.9850568454197515e-9,2026-06-19T18:56:44.678
946,5_5_4_5_3,"[5, 5, 4, 5, 3]",28,57,1,3.27780186,5.9850568454197515e-9,2026-06-20T08:02:11.525
947,4_3_5_4_4,"[4, 3, 5, 4, 4]",26,53,1,3.27780486,5.9850568454197515e-9,2026-06-20T13:05:38.714
948,5_4_5_4_1,"[5, 4, 5, 4, 1]",25,51,1,3.27783332,5.9850568454197515e-9,2026-06-19T18:27:32.123
949,3_4_3_4_1,"[3, 4, 3, 4, 1]",21,43,1,3.27790023,5.9077546593084175e-9,2026-06-19T17:56:39.175
950,1_5_5_3_3,"[1, 5, 5, 3, 3]",23,47,1,3.2779179,5.961164434716032e-9,2026-06-20T05:38:31.541
951,1_5_1_5_5,"[1, 5, 1, 5, 5]",23,47,1,3.27792851,5.919581992017293e-9,2026-06-21T18:20:44.472
952,1_2_1_2_2,"[1, 2, 1, 2, 2]",14,29,1,3.27793473,5.9433077398467066e-9,2026-06-19T20:59:25.314
953,3_4_3_3_4,"[3, 4, 3, 3, 4]",23,47,1,3.27793756,5.955206249870247e-9,2026-06-20T11:18:03.833
954,5_1_2_3_5,"[5, 1, 2, 3, 5]",22,45,1,3.2779551,6.027099219975755e-9,2026-06-21T16:09:38.974
955,3_2_4_2_5,"[3, 2, 4, 2, 5]",22,45,1,3.27800004,5.884170839755366e-9,2026-06-21T15:20:39.415
956,2_2_1_1_3,"[2, 2, 1, 1, 3]",15,31,1,3.27804037,5.949254020231208e-9,2026-06-20T02:00:34.865
957,2_4_2_2_2,"[2, 4, 2, 2, 2]",18,37,1,3.27804699,5.9433077398467066e-9,2026-06-19T21:21:28.258
958,2_3_5_2_2,"[2, 3, 5, 2, 2]",20,41,1,3.27807128,5.919581992017293e-9,2026-06-19T22:04:50.583
959,3_3_5_3_4,"[3, 3, 5, 3, 4]",24,49,1,3.2781028,5.979074780105508e-9,2026-06-20T11:44:41.317
960,4_1_1_3_4,"[4, 1, 1, 3, 4]",19,39,1,3.27812371,5.895950957626036e-9,2026-06-20T10:46:07.382
961,3_3_1_1_2,"[3, 3, 1, 1, 2]",16,33,1,3.27812616,5.937367402770419e-9,2026-06-19T19:51:56.122
962,3_4_1_5_5,"[3, 4, 1, 5, 5]",24,49,1,3.27821953,5.949254020231208e-9,2026-06-21T18:21:23.533
963,1_3_5_5_2,"[1, 3, 5, 5, 2]",22,45,1,3.27832706,5.997038937208364e-9,2026-06-20T01:49:33.645
964,4_2_5_4_3,"[4, 2, 5, 4, 3]",24,49,1,3.2784202,6.045207666724473e-9,2026-06-20T06:50:24.534
965,4_2_3_4_3,"[4, 2, 3, 4, 3]",22,45,1,3.27845518,5.878289610020574e-9,2026-06-20T06:18:48.833
966,3_1_5_3_4,"[3, 1, 5, 3, 4]",22,45,1,3.27847437,5.997038937208364e-9,2026-06-20T11:45:27.622
967,4_4_1_4_2,"[4, 4, 1, 4, 2]",21,43,1,3.27851042,5.919581992017293e-9,2026-06-19T23:43:04.459
968,2_4_5_5_3,"[2, 4, 5, 5, 3]",25,51,1,3.27853519,5.860681167061301e-9,2026-06-20T08:02:16.156
969,2_3_3_5_3,"[2, 3, 3, 5, 3]",22,45,1,3.27858,5.99104489579136e-9,2026-06-20T07:33:38.780
970,2_3_4_5_3,"[2, 3, 4, 5, 3]",23,47,1,3.27863344,5.9850568454197515e-9,2026-06-20T07:48:41.903
971,3_3_5_5_5,"[3, 3, 5, 5, 5]",27,55,1,3.27864253,5.925504534787157e-9,2026-06-21T19:16:38.328
972,4_5_5_5_5,"[4, 5, 5, 5, 5]",30,61,1,3.27869718,6.027099219975755e-9,2026-06-21T19:18:20.810
973,5_4_1_1_4,"[5, 4, 1, 1, 4]",21,43,1,3.27870271,5.819799651130342e-9,2026-06-20T08:28:59.880
974,2_4_3_4_4,"[2, 4, 3, 4, 4]",23,47,1,3.27874143,5.961164434716032e-9,2026-06-20T12:35:22.762
975,2_5_2_1_5,"[2, 5, 2, 1, 5]",21,43,1,3.27874378,5.9433077398467066e-9,2026-06-21T13:35:40.323
976,4_3_3_1_3,"[4, 3, 3, 1, 3]",20,41,1,3.27874677,5.9671285807267275e-9,2026-06-20T02:39:23.500
977,5_4_4_5_1,"[5, 4, 4, 5, 1]",25,51,1,3.2788061,5.872414258575902e-9,2026-06-19T19:28:07.400
978,4_1_3_1_1,"[4, 1, 3, 1, 1]",16,33,1,3.27885378,5.955206249870247e-9,2026-06-19T14:22:33.358
979,5_5_3_5_1,"[5, 5, 3, 5, 1]",25,51,1,3.27885706,5.961164434716032e-9,2026-06-19T19:19:05.813
980,5_5_1_4_3,"[5, 5, 1, 4, 3]",24,49,1,3.27889457,5.9018498575420515e-9,2026-06-20T06:00:38.839
981,3_5_3_3_2,"[3, 5, 3, 3, 2]",22,45,1,3.27891118,5.919581992017293e-9,2026-06-19T22:55:43.874
982,3_5_5_4_5,"[3, 5, 5, 4, 5]",28,57,1,3.27893764,5.913665368829914e-9,2026-06-21T18:08:15.374
983,2_5_4_4_1,"[2, 5, 4, 4, 1]",22,45,1,3.27903313,5.884170839755366e-9,2026-06-19T18:17:26.451
984,2_5_5_5_4,"[2, 5, 5, 5, 4]",27,55,1,3.27922188,5.925504534787157e-9,2026-06-20T14:23:57.013
985,4_1_5_4_4,"[4, 1, 5, 4, 4]",24,49,1,3.27923068,6.033129333750116e-9,2026-06-20T12:57:54.725
986,1_4_3_2_4,"[1, 4, 3, 2, 4]",20,41,1,3.27925332,5.973098693866522e-9,2026-06-20T10:02:37.863
987,2_5_2_5_5,"[2, 5, 2, 5, 5]",25,51,1,3.27929113,5.913665368829914e-9,2026-06-21T18:35:17.181
988,3_4_2_5_2,"[3, 4, 2, 5, 2]",22,45,1,3.27929841,5.866544779545957e-9,2026-06-20T01:12:40.252
989,5_4_1_3_2,"[5, 4, 1, 3, 2]",21,43,1,3.27932427,5.9433077398467066e-9,2026-06-19T22:19:14.965
990,5_2_3_5_3,"[5, 2, 3, 5, 3]",24,49,1,3.27934012,5.949254020231208e-9,2026-06-20T07:35:12.520
991,2_4_1_2_5,"[2, 4, 1, 2, 5]",20,41,1,3.27936747,5.9018498575420515e-9,2026-06-21T14:42:37.173
992,5_3_3_1_1,"[5, 3, 3, 1, 1]",19,39,1,3.2793927,5.949254020231208e-9,2026-06-19T14:24:28.966
993,2_5_5_5_5,"[2, 5, 5, 5, 5]",28,57,1,3.27943157,5.890057953661489e-9,2026-06-21T19:17:52.317
994,5_2_4_4_5,"[5, 2, 4, 4, 5]",26,53,1,3.27951569,6.033129333750116e-9,2026-06-21T17:50:08.339
995,5_2_4_1_1,"[5, 2, 4, 1, 1]",19,39,1,3.27957291,5.937367402770419e-9,2026-06-19T14:25:53.443
996,5_5_4_4_1,"[5, 5, 4, 4, 1]",25,51,1,3.27960961,5.997038937208364e-9,2026-06-19T18:16:13.786
997,3_4_1_5_4,"[3, 4, 1, 5, 4]",23,47,1,3.27964678,6.051255898002825e-9,2026-06-20T13:24:55.586
998,5_3_5_5_1,"[5, 3, 5, 5, 1]",25,51,1,3.27969844,5.997038937208364e-9,2026-06-19T19:44:30.104
999,2_4_5_2_5,"[2, 4, 5, 2, 5]",24,49,1,3.27972279,5.925504534787157e-9,2026-06-21T15:39:12.131
